id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1418586422630621184,1418586422630621184,2021-07-23 16:58:53 EET,2021-07-23,16:58:53,200,191884345,urban75chat,urban75 chat,,Hong Kong: what next? -  https://t.co/KMM1zMtotM,tl,[],['https://www.urban75.net/forums/threads/hong-kong-what-next.365742/'],[],0,0,0,[],[],https://twitter.com/urban75chat/status/1418586422630621184,false,,0,,,,,,,,[],,,,
1418586395610816519,1418436613164601347,2021-07-23 16:58:47 EET,2021-07-23,16:58:47,200,1363426854204436485,dodo_wijoko,Dodo Wijoko,,@uzzam76 @febridiansyah Kuat dari Hongkong? Urusan tilang aja bisa damai kok ngimpi kuat,in,[],[],[],0,0,0,[],[],https://twitter.com/dodo_wijoko/status/1418586395610816519,false,,0,,,,,,,,"[{'screen_name': 'uzzam76', 'name': 'Fahmi El-hajj', 'id': '1031860676'}, {'screen_name': 'febridiansyah', 'name': 'Febri Diansyah', 'id': '1038438863465664512'}]",,,,
1418586366246629378,1418586366246629378,2021-07-23 16:58:40 EET,2021-07-23,16:58:40,200,1389550874024886272,chernayavdova1,chernayavdova,,My Prayers and Support for #Myanmar people #July23Coup#MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Russia #Philippines n #Vietnam #Japan #Singapore #India #Belarus #CCP #Australia #WhatsHappeningInMyanmar #Myanmar #HongKong,en,[],[],[],0,0,0,"['myanmar', 'malaysia', 'thailand', 'japan', 'taiwan', 'tibet', 'uyghurs', 'russia', 'philippines', 'vietnam', 'japan', 'singapore', 'india', 'belarus', 'ccp', 'australia', 'whatshappeninginmyanmar', 'myanmar', 'hongkong']",[],https://twitter.com/chernayavdova1/status/1418586366246629378,false,https://twitter.com/Katycho2021/status/1418586151582158855,0,,,,,,,,[],,,,
1418586328816627712,1418586328816627712,2021-07-23 16:58:31 EET,2021-07-23,16:58:31,200,15851465,qo8m,qo8m,,Nouvelle du communisme: Un documentaire sur Hongkong illustre l’ampleur de la censure chinoise  https://t.co/Da8rpytLaw,fr,[],['https://www.letemps.ch/node/1271493'],[],0,0,0,[],[],https://twitter.com/qo8m/status/1418586328816627712,false,,0,,,,,,,,[],,,,
1418586325582860291,1418584465685819392,2021-07-23 16:58:30 EET,2021-07-23,16:58:30,200,1286505514680057856,michigantrader2,ChartSurfer,,@7219Giangy Interesting. Only thing a quick search turns up is that Daily Success Development Limited is a defunct Hong Kong company ...,en,[],[],[],0,0,0,[],[],https://twitter.com/MichiganTrader2/status/1418586325582860291,false,,0,,,,,,,,"[{'screen_name': '7219Giangy', 'name': 'Giangy', 'id': '3292918877'}]",,,,
1418586276542959621,1418586276542959621,2021-07-23 16:58:19 EET,2021-07-23,16:58:19,200,1074392645626200064,thinker72283291,Thinker,,"@TuckerCarlson For One Nation under God, it is more than just worth considering a variant that the riot came as a feedback for Nancy's prayers (in violation of Matthew 6:5). She praised as a ""spectacular view"" a similar action in Hong Kong, which is under the same God.",en,[],[],[],0,0,0,[],[],https://twitter.com/Thinker72283291/status/1418586276542959621,false,,0,,,,,,,,[],,,,
1418586275376926720,1418584085736443911,2021-07-23 16:58:18 EET,2021-07-23,16:58:18,200,367872340,merk256,MeRk,,"@SportsRoc2 Yea I can’t do it, doesn’t matter the seat I’m in either. I had a bed seat to Hong Kong and in the air for 17 hours, still couldn’t get any sleep",en,[],[],[],0,0,0,[],[],https://twitter.com/Merk256/status/1418586275376926720,false,,0,,,,,,,,"[{'screen_name': 'SportsRoc2', 'name': 'SportsRoc', 'id': '1251715424317734914'}]",,,,
1418586263649759237,1418568771569082368,2021-07-23 16:58:15 EET,2021-07-23,16:58:15,200,1389550874024886272,chernayavdova1,chernayavdova,,@hninyadanazaw My Prayers and Support for #Myanmar people . Brave people. #July23Coup#MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Russia #Philippines n #Vietnam #Japan #Singapore #India #Belarus #CCP #Australia #WhatsHappeningInMyanmar #Myanmar #HongKong,en,[],[],[],0,0,0,"['myanmar', 'malaysia', 'thailand', 'japan', 'taiwan', 'tibet', 'uyghurs', 'russia', 'philippines', 'vietnam', 'japan', 'singapore', 'india', 'belarus', 'ccp', 'australia', 'whatshappeninginmyanmar', 'myanmar', 'hongkong']",[],https://twitter.com/chernayavdova1/status/1418586263649759237,false,,0,,,,,,,,"[{'screen_name': 'hninyadanazaw', 'name': 'Hnin Zaw', 'id': '384853496'}]",,,,
1418586228857839631,1418468834877476871,2021-07-23 16:58:07 EET,2021-07-23,16:58:07,200,1731681,mrsan,Mr San 🇭🇰🇳🇿 香港加油！,,@753Iz @memew_hongkong I agree. Hong Kong is not China. Thanks for your support!,en,[],[],[],0,0,1,[],[],https://twitter.com/MrSan/status/1418586228857839631,false,,0,,,,,,,,"[{'screen_name': '753Iz', 'name': '相田弥生IZ-753', 'id': '1282024600688373761'}, {'screen_name': 'memew_hongkong', 'name': 'Meme With Hong Kong', 'id': '1183663136986955776'}]",,,,
1418586225032695808,1418526158493163521,2021-07-23 16:58:06 EET,2021-07-23,16:58:06,200,1407189701124050944,elizabetbullo16,I have been missing✨✨✨,,"@CarsonBrook6 As an important part of China, Hong Kong affairs are purely China's internal affairs. No country has the right to interfere, and no obstacle can stop Hong Kong's brilliant development.",en,[],[],[],0,0,0,[],[],https://twitter.com/ElizabetBullo16/status/1418586225032695808,false,,0,,,,,,,,"[{'screen_name': 'CarsonBrook6', 'name': 'Carson Brooks', 'id': '1570523984'}]",,,,
