id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1418585481353351173,1418585481353351173,2021-07-23 16:55:09 EET,2021-07-23,16:55:09,200,519653142,514eats,514eats.com,,"“Help, someone ween me off sugar!” Chocolate-hazelnut &amp; salted caramel puffs from @MrPuffsPastry. 🇬🇷 . #montreal #villesaintlaurent #vsl #marchecentral #greek #dessert #loukoumades #puffs #takeout #chocolatehazelnut #saltedcaramel  https://t.co/A6k3CkO9FC",en,"[{'screen_name': 'mrpuffspastry', 'name': 'mr.puffs', 'id': '153281531'}]",[],['https://pbs.twimg.com/media/E6_T-TsXIAcif7q.jpg'],0,0,0,"['montreal', 'villesaintlaurent', 'vsl', 'marchecentral', 'greek', 'dessert', 'loukoumades', 'puffs', 'takeout', 'chocolatehazelnut', 'saltedcaramel']",[],https://twitter.com/514eats/status/1418585481353351173,false,,1,https://pbs.twimg.com/media/E6_T-TsXIAcif7q.jpg,,,,,,,[],,,,
1418585435106947073,1417899703841267715,2021-07-23 16:54:58 EET,2021-07-23,16:54:58,200,1289852149,fejohnstone,fejohn,,"@CitImmCanada I am currently working in Montreal with my temporary visa, can't I apply for the permanent visa with this process?",en,[],[],[],0,0,0,[],[],https://twitter.com/fejohnstone/status/1418585435106947073,false,,0,,,,,,,,"[{'screen_name': 'CitImmCanada', 'name': 'IRCC', 'id': '91193025'}]",,,,
1418585356891566085,1418585356891566085,2021-07-23 16:54:39 EET,2021-07-23,16:54:39,200,2735830964,lilicam_,Lili 💋,,"Desde que tengo uso de razón veo los #JuegosOlimpicos  Desde Nadia en Montreal 76, nunca me los pierdo. Y ahora con un año de retraso llega #Tokio2020",es,[],[],[],0,0,0,"['juegosolimpicos', 'tokio2020']",[],https://twitter.com/LiliCam_/status/1418585356891566085,false,,0,,,,,,,,[],,,,
1418585356153335808,1418585356153335808,2021-07-23 16:54:39 EET,2021-07-23,16:54:39,200,71064895,montreal,Tourisme Montréal,,It's a beautiful day on @AvenueMontRoyal 🌞 📷 @evablue  #MTLmoments #Plateau #summer #pedestrianstreet  https://t.co/FPmVehKGgc,en,"[{'screen_name': 'avenuemontroyal', 'name': 'avenue du mont-royal', 'id': '193047374'}, {'screen_name': 'evablue', 'name': 'eva blue', 'id': '7256472'}]",[],"['https://pbs.twimg.com/media/E6_T2yxXsAISD9u.jpg', 'https://pbs.twimg.com/media/E6_T27oXsAApaSc.jpg', 'https://pbs.twimg.com/media/E6_T3FvX0AElsxO.jpg', 'https://pbs.twimg.com/media/E6_T3O7X0Ak1OH5.jpg']",0,0,2,"['mtlmoments', 'plateau', 'summer', 'pedestrianstreet']",[],https://twitter.com/Montreal/status/1418585356153335808,false,,1,https://pbs.twimg.com/media/E6_T2yxXsAISD9u.jpg,,,,,,,[],,,,
1418585243787923456,1418585243787923456,2021-07-23 16:54:12 EET,2021-07-23,16:54:12,200,1391343465108180992,humming_zone,Humming Zone,,‘Something romantic’: Montreal barbers seek kissing couple who smashed their storefront  https://t.co/IMoWzHeFAO,en,[],['https://hummingzone.com/something-romantic-montreal-barbers-seek-kissing-couple-who-smashed-their-storefront/'],[],0,0,0,[],[],https://twitter.com/Humming_Zone/status/1418585243787923456,false,,0,,,,,,,,[],,,,
1418585215216373763,1418585212607508487,2021-07-23 16:54:06 EET,2021-07-23,16:54:06,200,121906475,arbutusrecords,Arbutus Records,,"Born At Midnite is the faux-vanity project of Amery Sandford and David Carriere. Jamming strictly ‘post-party’ with a finish line posture, the Montreal based duo employs samplers, tape machines, and an extemporaneous approach to songwriting.",en,[],[],[],1,0,0,[],[],https://twitter.com/arbutusrecords/status/1418585215216373763,false,,0,,,,,,,,[],,,,
1418585208148873225,1418585208148873225,2021-07-23 16:54:04 EET,2021-07-23,16:54:04,200,54639449,suicidemtl,Suicide Action Mtl,,OFFRES D'EMPLOI 📢 Deux opportunités pour faire une différence à Suicide Action Montréal 💥   Directeur.trice du service de formation et du service-conseil  https://t.co/ykhxWHdmEX    Directeur.trice adjointe à la direction générale :    https://t.co/s7zAVJYJwZ,fr,[],"['https://sites.google.com/fauve.ca/emplois/accueil/suicide-action-montr%C3%A9al-directeur-service-formation-et-service-conseil', 'https://www.arrondissement.com/tout-get-emplois/t1/pc1/u140343-directeurtrice-adjointe-direction-generale']",[],0,0,0,[],[],https://twitter.com/SuicideMtl/status/1418585208148873225,false,,0,,,,,,,,[],,,,
1418585043363110917,1418585043363110917,2021-07-23 16:53:25 EET,2021-07-23,16:53:25,200,74556831,monmontreal,Tourisme Montréal,,Il fait beau sur l'@AvenueMontRoyal 🌞 📷 @evablue  #MTLmoments #lePlateau #été #ruepiétonne  https://t.co/YWkbM5As9a,fr,"[{'screen_name': 'avenuemontroyal', 'name': 'avenue du mont-royal', 'id': '193047374'}, {'screen_name': 'evablue', 'name': 'eva blue', 'id': '7256472'}]",[],"['https://pbs.twimg.com/media/E6_TkmwXEAQLKBs.jpg', 'https://pbs.twimg.com/media/E6_TkwrWUAELpWa.jpg', 'https://pbs.twimg.com/media/E6_Tk6UWQAESMSP.jpg', 'https://pbs.twimg.com/media/E6_TlDJX0AIwpTp.jpg']",0,0,0,"['mtlmoments', 'leplateau', 'été', 'ruepiétonne']",[],https://twitter.com/Monmontreal/status/1418585043363110917,false,,1,https://pbs.twimg.com/media/E6_TkmwXEAQLKBs.jpg,,,,,,,[],,,,
1418585018977472520,1418567290040299522,2021-07-23 16:53:19 EET,2021-07-23,16:53:19,200,490814761,slyfoxx66,Sylvain Gelinas,,@VarsityGamingTV Montreal bagels are the best with cream cheese of course,en,[],[],[],0,0,0,[],[],https://twitter.com/slyfoxx66/status/1418585018977472520,false,,0,,,,,,,,"[{'screen_name': 'VarsityGamingTV', 'name': 'VarsityGaming', 'id': '730417841606934528'}]",,,,
1418584974140350468,1418549080565985286,2021-07-23 16:53:08 EET,2021-07-23,16:53:08,200,30057068,paulineloctin,Pauline Loctin,,@thestudy_co Montreal is taking over et j’ai hâte de voir ça ❤️,fr,[],[],[],0,0,0,[],[],https://twitter.com/Paulineloctin/status/1418584974140350468,false,,0,,,,,,,,"[{'screen_name': 'thestudy_co', 'name': 'The Study', 'id': '1317584865156599809'}]",,,,
1418584971896360960,1418181650027061249,2021-07-23 16:53:07 EET,2021-07-23,16:53:07,200,77856911,sambapete,Pierre Mailhot,,@VimaReal24 @EricVking @sr5450 @SauvonsIMFC Pas d'accord. Pas avec le nombre supposé de fans de foot à Montréal.,fr,[],[],[],1,0,0,[],[],https://twitter.com/sambapete/status/1418584971896360960,false,,0,,,,,,,,"[{'screen_name': 'VimaReal24', 'name': 'Lando', 'id': '285385595'}, {'screen_name': 'EricVking', 'name': 'Eric Chenoix', 'id': '133451703'}, {'screen_name': 'sr5450', 'name': 'Stéphane Rioux', 'id': '630716439'}, {'screen_name': 'SauvonsIMFC', 'name': 'Sauvons IMFC 🛡️⚜️ 💙\U0001f90d🖤', 'id': '1355731219112189953'}]",,,,
1418584947695235075,1418584947695235075,2021-07-23 16:53:02 EET,2021-07-23,16:53:02,200,4568714669,israelinmtl,Israel in Montreal,,The 15th of Av is celebrating #Love. Happy Tu be'Av ❤️🧡💛💚💙💜🖤🤍🤎  https://t.co/eZufDddbMy,en,[],[],['https://pbs.twimg.com/media/E6_Te8GXoAAR1ux.jpg'],0,0,1,['love'],[],https://twitter.com/IsraelinMTL/status/1418584947695235075,false,,1,https://pbs.twimg.com/media/E6_Te8GXoAAR1ux.jpg,,,,,,,[],,,,
1418584921166204931,1418584921166204931,2021-07-23 16:52:55 EET,2021-07-23,16:52:55,200,408885363,aidmaster69,STEVE🍍MADDEN,,Montreal girls &gt; Toronto girls   and I rly don’t even think this is up for debate,en,[],[],[],0,0,0,[],[],https://twitter.com/aidmaster69/status/1418584921166204931,false,,0,,,,,,,,[],,,,
1418584918595080194,1418584918595080194,2021-07-23 16:52:55 EET,2021-07-23,16:52:55,200,71239262,fallaitpas,Fatum 🇨🇦🇲🇫,"{'type': 'Point', 'coordinates': [45.52645312, -73.56844425]}",Spotted fierté nippone here at #montréal  #tokyo2020 #olympics 🗾🗼🇯🇵 à Parc-La Fontaine  https://t.co/vagUBf5KBj,fr,[],['https://www.instagram.com/p/CRrHl7fhEkD/?utm_medium=twitter'],[],0,0,1,"['montréal', 'tokyo2020', 'olympics']",[],https://twitter.com/FallaitPas/status/1418584918595080194,false,,0,,,,,,,,[],,,,
1418584911791984640,1418583089413083137,2021-07-23 16:52:53 EET,2021-07-23,16:52:53,200,733185818,olivier_leclair,Olivier Leclair | The Whispering Valley,,"The game won't be free, but it will be cheap. My price point is ""large latté in Montréal"", so around 6$ CAD 😅",en,[],[],[],0,0,2,[],[],https://twitter.com/Olivier_Leclair/status/1418584911791984640,false,,0,,,,,,,,[],,,,
1418584865537204229,1418584865537204229,2021-07-23 16:52:42 EET,2021-07-23,16:52:42,200,16910591,arjunbasu,Arjun Basu,,The final quote in this story about the new manhole covers in #montreal is quite a declaration.   https://t.co/wgJxPM59kn,en,[],['https://www.macleans.ca/news/montreal-might-have-canadas-most-beautiful-manhole-covers/'],[],0,0,0,['montreal'],[],https://twitter.com/arjunbasu/status/1418584865537204229,false,,0,,,,,,,,[],,,,
1418584857400299522,1418584857400299522,2021-07-23 16:52:40 EET,2021-07-23,16:52:40,200,809517912,laurelpfahler,Laurel Pfahler,,Mokotjo was back at training Monday after not making the trip to Montreal. And he was training yesterday as well. I haven’t seen not training. And he was in all the match day rosters until last weekend. #fccincy,en,[],[],[],0,0,2,['fccincy'],[],https://twitter.com/LaurelPfahler/status/1418584857400299522,false,https://twitter.com/laurelpfahler/status/1418580903392067587,0,,,,,,,,[],,,,
1418584854212587520,1418580032751013895,2021-07-23 16:52:39 EET,2021-07-23,16:52:39,200,887396076042452996,mjbizdailycan,MJBiz™ Canada,,May cannabis sales by 🇨🇦 city:  —Toronto $41.6 million (+0.1%) —Montréal $25.3 million (+2.7%) —Edmonton $20.2M (+3.7%) —Calgary $15.9M (-0.2%) —Vancouver $14.5M (+7.9%) —Ottawa $10.7M (+2.8%) —Winnipeg $8.4M (+2.1%) —Quebec City $5.9M (-0.9%) —Gatineau $1.5M (+8.8%),fr,[],[],[],0,0,0,[],[],https://twitter.com/MJBizDailyCAN/status/1418584854212587520,false,,0,,,,,,,,[],,,,
1418584775326044161,1418584775326044161,2021-07-23 16:52:21 EET,2021-07-23,16:52:21,200,2401940497,montrealgreektv,The Montreal Greek Times │ΧΡΟΝΙΚΑ,,"Η Mary Simon θα ορκιστεί ως εκπρόσωπος του Κυρίαρχου στον Καναδά τη Δευτέρα. Κατά τη διάρκεια της συνάντησης, η Βασίλισσα παρασημοφόρησε την κ. Simon με το Τάγμα του Καναδά, με το Μετάλλιο Στρατιωτικής Αξίας και του Διοικητή Αστυνομικών   https://t.co/MLrsmEpzhV",el,[],['http://greektimes.ca/9292/'],[],0,0,0,[],[],https://twitter.com/MontrealGreekTV/status/1418584775326044161,false,,0,,,,,,,,[],,,,
1418584769982574594,1418214666208104448,2021-07-23 16:52:19 EET,2021-07-23,16:52:19,200,352320187,beauforteve,beaufort_eve,,@FizelierGuy @MaxDelvallee @idrissaberkane J'ai un fils à Singapour et un fils à Montréal...Pareil 😭😭,fr,[],[],[],0,0,0,[],[],https://twitter.com/BeaufortEve/status/1418584769982574594,false,,0,,,,,,,,"[{'screen_name': 'FizelierGuy', 'name': 'Fizelier Guy André', 'id': '1372151427452256259'}, {'screen_name': 'MaxDelvallee', 'name': 'Maximilien Delvallée', 'id': '631664880'}, {'screen_name': 'idrissaberkane', 'name': 'Idriss J. Aberkane', 'id': '2194243029'}]",,,,
1418584728760954882,1418578842315366408,2021-07-23 16:52:10 EET,2021-07-23,16:52:10,200,1369369792323403776,hunny_ashley,Ashley Sweet 🍓 - 1st dose 💉 - Montreal 🌃 - 🌈,,@alexa_junexo Gorgeous!,en,[],[],[],0,0,1,[],[],https://twitter.com/hunny_ashley/status/1418584728760954882,false,,0,,,,,,,,"[{'screen_name': 'alexa_junexo', 'name': 'Alexa June 🌹 Rhode Island / Boston', 'id': '1324196162765770755'}]",,,,
1418584707328090115,1418181650027061249,2021-07-23 16:52:04 EET,2021-07-23,16:52:04,200,77856911,sambapete,Pierre Mailhot,,@VimaReal24 @EricVking @sr5450 @SauvonsIMFC Répond moi. Ils sont où tous ces fans qui réclament une coupe du monde ou qui suivent les grands clubs et les grandes compétitions? Montréal est-elle une ville de foot? Montréal se croit elle être une ville du foot des autres?,fr,[],[],[],1,0,0,[],[],https://twitter.com/sambapete/status/1418584707328090115,false,,0,,,,,,,,"[{'screen_name': 'VimaReal24', 'name': 'Lando', 'id': '285385595'}, {'screen_name': 'EricVking', 'name': 'Eric Chenoix', 'id': '133451703'}, {'screen_name': 'sr5450', 'name': 'Stéphane Rioux', 'id': '630716439'}, {'screen_name': 'SauvonsIMFC', 'name': 'Sauvons IMFC 🛡️⚜️ 💙\U0001f90d🖤', 'id': '1355731219112189953'}]",,,,
1418584693163823107,1418577262350258178,2021-07-23 16:52:01 EET,2021-07-23,16:52:01,200,13266642,stevesidea,Steve Ciabattoni,,"@nanglish Phillies is the laziest name... well, after Houston Texans and Montreal Canadians. I mean, Philadelphia Phounders was right there!",en,[],[],[],0,0,0,[],[],https://twitter.com/stevesidea/status/1418584693163823107,false,,0,,,,,,,,"[{'screen_name': 'nanglish', 'name': 'Christine Nangle', 'id': '150490640'}]",,,,
1418584687761661953,1418584687761661953,2021-07-23 16:52:00 EET,2021-07-23,16:52:00,200,1170005964,citynewsmtl,CityNews Montreal,,Cleveland MLB team changes name to Guardians  https://t.co/Z2VhBmBCoa,en,[],['https://montreal.citynews.ca/2021/07/23/clevelands-major-league-baseball-team-renamed-to-guardians/'],[],0,0,1,[],[],https://twitter.com/CityNewsMTL/status/1418584687761661953,false,,0,,,,,,,,[],,,,
1418584646279913472,1418584646279913472,2021-07-23 16:51:50 EET,2021-07-23,16:51:50,200,1364851001065234436,omlyricsbot,of montreal lyrics bot 🌈🌴,,"Get off me babe, I'm not your ride",en,[],[],[],0,0,0,[],[],https://twitter.com/omLYRICSBOT/status/1418584646279913472,false,,0,,,,,,,,[],,,,
1418584613207908352,1418419018290061322,2021-07-23 16:51:42 EET,2021-07-23,16:51:42,200,71064895,montreal,Tourisme Montréal,,@chemstateric Glad to hear it! Thanks for your comment. We'll forward it to the person concerned. 😊 Enjoy your Passeport MTL!,en,[],[],[],0,0,0,[],[],https://twitter.com/Montreal/status/1418584613207908352,false,,0,,,,,,,,"[{'screen_name': 'chemstateric', 'name': 'Eric Cai', 'id': '1234650324'}]",,,,
1418584604177481728,1418584604177481728,2021-07-23 16:51:40 EET,2021-07-23,16:51:40,200,39614857,randboro,Randboro - Scott in Montreal,,Bravo.,pt,[],[],[],0,0,0,[],[],https://twitter.com/randboro/status/1418584604177481728,false,https://twitter.com/Indians/status/1418565355472101378,0,,,,,,,,[],,,,
1418584600603992064,1418577925071384583,2021-07-23 16:51:39 EET,2021-07-23,16:51:39,200,903019028695961601,drwildlife,Dr. Wildlife 🐍🐯,,@anthroflower I used to be! I moved here in October 😄 We should all totally visit each other some time. I've never been to Montreal!   We're both fully vaccinated kitties too 💉,en,[],[],[],0,0,0,[],[],https://twitter.com/DrWildlife/status/1418584600603992064,false,,0,,,,,,,,"[{'screen_name': 'anthroflower', 'name': 'Aster 🌸🌿', 'id': '768944635976769536'}]",,,,
1418584554282143745,1418583465625272321,2021-07-23 16:51:28 EET,2021-07-23,16:51:28,200,1320810240,samvealyall,SamVeal.mp4,,"@idislikestephen I don't know if you're much of a soccer guy, but MLS in North America has done a weird, euro-centric version of this.  Montreal Impact = Club de Foot Montreal! Columbus Crew = Columbus SC! The expansion teams are equally dull.",en,[],[],[],0,0,0,[],[],https://twitter.com/SamVealYall/status/1418584554282143745,false,,0,,,,,,,,"[{'screen_name': 'idislikestephen', 'name': 'Stephen Thompson', 'id': '21574303'}]",,,,
1418584506831880197,1418273893199106057,2021-07-23 16:51:17 EET,2021-07-23,16:51:17,200,881631064258732032,giraffecyclist,Zargon,,"@RED_RAlN @STYXtheBand @StephenMackey18 @RickOnTheDrums @Habs2112Tony @vivien2112 @SkyLabTapes @mick_the_raven @titletownusa73 @Celosia2 Very cool! 😎 Montreal, years ago now. I want to catch Styx on the 🇨🇦 leg of their tour (when the borders open again), and maybe a few US dates too.",en,[],[],[],0,0,2,[],[],https://twitter.com/GiraffeCyclist/status/1418584506831880197,false,,0,,,,,,,,"[{'screen_name': 'RED_RAlN', 'name': 'jane ✿', 'id': '936794497115148288'}, {'screen_name': 'STYXtheBand', 'name': 'Styx', 'id': '39271212'}, {'screen_name': 'StephenMackey18', 'name': 'Stephen', 'id': '1105953161200623616'}, {'screen_name': 'RickOnTheDrums', 'name': 'RickOnTheDrums 🇨🇦 🇮🇹', 'id': '489778607'}, {'screen_name': 'Habs2112Tony', 'name': 'Tony Sollazzo', 'id': '851001578'}, {'screen_name': 'vivien2112', 'name': 'Vivien', 'id': '1038303296'}, {'screen_name': 'SkyLabTapes', 'name': 'Skylab', 'id': '4378513655'}, {'screen_name': 'mick_the_raven', 'name': 'Mick_the_Raven', 'id': '1880627887'}, {'screen_name': 'titletownusa73', 'name': 'James Lamont II', 'id': '277811144'}, {'screen_name': 'Celosia2', 'name': 'Celosia2 🌻 Kristi 💚', 'id': '20829980'}]",,,,
1418584496857812997,1418565490667134980,2021-07-23 16:51:14 EET,2021-07-23,16:51:14,200,1369369792323403776,hunny_ashley,Ashley Sweet 🍓 - 1st dose 💉 - Montreal 🌃 - 🌈,,@Camille_Haring @AdoreTryagain Ça me fait plaisir!,fr,[],[],[],0,0,1,[],[],https://twitter.com/hunny_ashley/status/1418584496857812997,false,,0,,,,,,,,"[{'screen_name': 'Camille_Haring', 'name': 'Camille Haring 🌿 fully vaxxed 💉', 'id': '2918685934'}, {'screen_name': 'AdoreTryagain', 'name': 'Adore TryAgain🍉OTTAWA JULY 25-27 & TORONTO 28-31', 'id': '1363534179284181005'}]",,,,
1418584490948108292,1418584490948108292,2021-07-23 16:51:13 EET,2021-07-23,16:51:13,200,16753812,snowmanonfire,hockeynut,,The Dubasites were so sure that last year in an easy division was going to be a breakout year. Playoff disaster the excuses are injuries. The coach kept Marner and Matthews together they only got 1 goal total Montreal put all their focus on them. Keefe was badly outcoached again,en,[],[],[],1,0,1,[],[],https://twitter.com/snowmanonfire/status/1418584490948108292,false,,0,,,,,,,,[],,,,
1418584465698435076,1418584465698435076,2021-07-23 16:51:07 EET,2021-07-23,16:51:07,200,21215544,thestaredmonton,The Star Edmonton,,Vaccination rates differ across Montreal boroughs  https://t.co/XOzaZiC4QF  https://t.co/b33MgTHyoz,en,[],['http://ow.ly/H7rN102QFBZ'],['https://pbs.twimg.com/media/E6_TDeTX0AEE3Np.jpg'],0,0,0,[],[],https://twitter.com/thestaredmonton/status/1418584465698435076,false,,1,https://pbs.twimg.com/media/E6_TDeTX0AEE3Np.jpg,,,,,,,[],,,,
1418584394592358400,1418584394592358400,2021-07-23 16:50:50 EET,2021-07-23,16:50:50,200,74463435,trafficmontreal,Trafficnet Montreal,,Montréal - northbound Aut-25 between Lafontaine Tunnel and Rue Sherbrooke slow traffic,en,[],[],[],0,0,0,[],[],https://twitter.com/TrafficMontreal/status/1418584394592358400,false,,0,,,,,,,,[],,,,
