id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1418586310294609921,1418586310294609921,2021-07-23 16:58:27 EET,2021-07-23,16:58:27,200,374563545,hafizul_islam_m,"SEO Service Provider In Barisal, Bangladesh",,"New 40-foot bridge in Amsterdam made using robotics, welding techniques  The 40-foot bridge in Amsterdam was designed using a 3D printing technique.  https://t.co/Lux1ECUWLy",en,[],[],['https://pbs.twimg.com/media/E6_Uu28XEAYDgrR.jpg'],0,0,0,[],[],https://twitter.com/Hafizul_Islam_M/status/1418586310294609921,false,,1,https://pbs.twimg.com/media/E6_Uu28XEAYDgrR.jpg,,,,,,,[],,,,
1418586250634739712,1418586250634739712,2021-07-23 16:58:12 EET,2021-07-23,16:58:12,200,19140633,112alarm,112alarm.net,"{'type': 'Point', 'coordinates': [52.367306, 4.955101]}",🔴 #AMSTERDAM #AML 🚓 #p2000  P 1 Ongeval Wegvervoer Letsel Zeeburgerdijk Amsterdam   https://t.co/uyhZ8CZ3li,nl,[],['https://go112.nl/n8en8f'],[],0,0,0,"['amsterdam', 'aml', 'p2000']",[],https://twitter.com/112alarm/status/1418586250634739712,false,,0,,,,,,,,[],,,,
1418586206296760320,1418586206296760320,2021-07-23 16:58:02 EET,2021-07-23,16:58:02,200,171299971,caraotadigital,CaraotaDigital,,#Tecnología | ¡Pioneros! Ámsterdam construye el primer puente de acero impreso en 3D   🔽  https://t.co/WPzq3x90KN,es,[],['https://caraota.xyz/tecnologia/pioneros-amsterdam-construye-el-primer-puente-de-acero-en-3d'],[],0,0,1,['tecnología'],[],https://twitter.com/CaraotaDigital/status/1418586206296760320,false,,0,,,,,,,,[],,,,
1418586131432673284,1418585296048885762,2021-07-23 16:57:44 EET,2021-07-23,16:57:44,200,442123311,pietvdveerdonk,PietV,,@umarebru Die komt niet uit Amsterdam. Die woont er alleen.,nl,[],[],[],0,0,1,[],[],https://twitter.com/pietvdveerdonk/status/1418586131432673284,false,,0,,,,,,,,"[{'screen_name': 'umarebru', 'name': 'Ebru Umar', 'id': '52528334'}]",,,,
1418586121185935363,1418586121185935363,2021-07-23 16:57:42 EET,2021-07-23,16:57:42,200,889962541,bikebatonrouge,Bike Baton Rouge,,Think Copenhagen and Amsterdam were always biking paradises? Think again.  https://t.co/pmWRO8SqEQ,en,[],['https://usa.streetsblog.org/2021/07/21/four-myths-about-car-light-cities-busted/'],[],0,0,0,[],[],https://twitter.com/BikeBatonRouge/status/1418586121185935363,false,,0,,,,,,,,[],,,,
1418586113892130817,1418586113892130817,2021-07-23 16:57:40 EET,2021-07-23,16:57:40,200,1099536554190561281,hueredner,Hue Redner,,A Dizzying Carpet of Crystals Blankets a Salon in the Royal Palace Amsterdam with Prismatic Patterns  https://t.co/px9rqc0vhZ,en,[],['https://ift.tt/3eKrbvW'],[],0,0,0,[],[],https://twitter.com/HueRedner/status/1418586113892130817,false,,0,,,,,,,,[],,,,
1418586023538405382,1418586023538405382,2021-07-23 16:57:18 EET,2021-07-23,16:57:18,200,23588615,projobjobs,Projob Jobs,,Notariële Personal Assistant Amsterdam - Voor een gerenommeerd en vooruitstrevend advocatenkantoor dat bekendstaat om hoge kwaliteit en uitstekend werkgeverschap zijn wij op zoek naar een  PA Notariaat! #AMSTERDAM #vacature  https://t.co/nnD8wHeyCH,nl,[],['https://tinyurl.com/yzleh9ro'],[],0,0,0,"['amsterdam', 'vacature']",[],https://twitter.com/ProjobJobs/status/1418586023538405382,false,,0,,,,,,,,[],,,,
1418585977916952581,1418583434751008771,2021-07-23 16:57:07 EET,2021-07-23,16:57:07,200,1303627035215044609,yxngkaat,Abdelkadir,,@s4l333na Rotterdam &gt; Amsterdam,nl,[],[],[],0,0,0,[],[],https://twitter.com/yxngkaat/status/1418585977916952581,false,,0,,,,,,,,"[{'screen_name': 's4l333na', 'name': 'shar', 'id': '1198692812776202240'}]",,,,
1418585960514740224,1418301760058368001,2021-07-23 16:57:03 EET,2021-07-23,16:57:03,200,99841512,129aquarius,Mona 💚,,@AdamL_Daily @sastenio @AdamL_Updates @adamlambert I remember. He was in Amsterdam. Sauli was filming,en,[],[],[],0,0,0,[],[],https://twitter.com/129aquarius/status/1418585960514740224,false,,0,,,,,,,,"[{'screen_name': 'AdamL_Daily', 'name': 'ADAM LAMBERT DAILY', 'id': '226812203'}, {'screen_name': 'sastenio', 'name': 'Sharon 🌙', 'id': '96134617'}, {'screen_name': 'AdamL_Updates', 'name': 'ADAM LAMBERT DAILY', 'id': '1124362544599195649'}, {'screen_name': 'adamlambert', 'name': 'ADAM LAMBERT', 'id': '46576295'}]",,,,
1418585937668415488,1418585468518682627,2021-07-23 16:56:58 EET,2021-07-23,16:56:58,200,5468472,panman,Martijn Pannevis,,@sabinedewitte Schijnt nu deels zo te zijn in Amsterdam?,nl,[],[],[],0,0,0,[],[],https://twitter.com/PanMan/status/1418585937668415488,false,,0,,,,,,,,"[{'screen_name': 'sabinedewitte', 'name': 'Sabine de Witte🦉', 'id': '17645718'}]",,,,
